City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Weather Description,Date
225,Dawei,14.0833,98.2,82.78,78,88,3.15,MM,overcast clouds,2021-06-19 01:56:40
226,Port Lincoln,-34.7333,135.8667,56.46,59,62,7.11,AU,broken clouds,2021-06-19 01:56:40
227,Vallenar,-28.5708,-70.7581,53.04,80,1,1.32,CL,clear sky,2021-06-19 01:56:41
228,Antsohihy,-14.8796,47.9875,68.88,76,1,4.85,MG,clear sky,2021-06-19 01:56:41
229,Haverfordwest,51.8017,-4.9691,57.34,87,10,4.79,GB,clear sky,2021-06-19 01:56:41
230,Temir,49.1414,57.13,62.73,46,0,12.62,KZ,clear sky,2021-06-19 01:56:42
231,Mangla,31.8931,72.3817,94.06,32,0,4.29,PK,clear sky,2021-06-19 01:56:42
232,Praia Da Vitoria,38.7333,-27.0667,66.45,77,20,7.36,PT,few clouds,2021-06-19 01:56:43
233,Chara,56.9064,118.2631,56.62,87,100,2.68,RU,light rain,2021-06-19 01:56:43
234,Fairbanks,64.8378,-147.7164,77.09,42,20,0.0,US,few clouds,2021-06-19 01:56:44
235,Sahuaripa,29.05,-109.2333,102.51,17,47,13.82,MX,scattered clouds,2021-06-19 01:56:44
236,Aswan,24.0934,32.907,82.33,21,1,9.71,EG,clear sky,2021-06-19 01:56:45
237,Surt,31.2089,16.5887,70.45,75,0,7.72,LY,clear sky,2021-06-19 01:56:45
238,Baie-Comeau,49.2168,-68.1489,69.8,77,90,12.66,CA,overcast clouds,2021-06-19 01:56:46
239,San Patricio,28.017,-97.5169,86.09,67,74,7.27,US,broken clouds,2021-06-19 01:56:46
240,Shelburne,44.0787,-80.2041,70.29,87,44,9.62,CA,scattered clouds,2021-06-19 01:56:47
241,Bathsheba,13.2167,-59.5167,79.41,73,40,12.66,BB,scattered clouds,2021-06-19 01:56:47
242,Paamiut,61.994,-49.6678,42.12,77,100,19.66,GL,overcast clouds,2021-06-19 01:56:45
243,Teya,60.3778,92.6267,70.72,48,19,3.51,RU,few clouds,2021-06-19 01:56:48
244,Katsuura,35.1333,140.3,72.19,83,100,11.52,JP,overcast clouds,2021-06-19 01:46:55
245,Iqaluit,63.7506,-68.5145,31.73,100,90,3.0,CA,mist,2021-06-19 01:56:48
246,Nanortalik,60.1432,-45.2371,40.14,74,100,9.91,GL,overcast clouds,2021-06-19 01:56:49
247,Port Keats,-14.25,129.55,83.77,25,73,10.87,AU,broken clouds,2021-06-19 01:56:49
248,Cabo San Lucas,22.8909,-109.9124,95.5,72,0,15.86,MX,clear sky,2021-06-19 01:56:09
249,Jacobina,-11.1806,-40.5183,62.58,93,5,3.85,BR,clear sky,2021-06-19 01:56:50
250,Meulaboh,4.1363,96.1285,81.12,74,68,2.73,ID,broken clouds,2021-06-19 01:56:50
251,Ribeira Grande,38.5167,-28.7,65.93,79,7,6.04,PT,clear sky,2021-06-19 01:56:50
252,Baoshan,46.5586,131.4244,69.96,61,88,14.52,CN,light rain,2021-06-19 01:56:51
253,Saint-Pierre,-21.3393,55.4781,65.88,79,0,3.44,RE,clear sky,2021-06-19 01:56:51
254,Chalchihuites,23.4833,-103.8833,64.85,49,47,11.77,MX,scattered clouds,2021-06-19 01:56:52
255,Sorong,-0.8833,131.25,81.57,77,23,7.4,ID,few clouds,2021-06-19 01:54:25
256,Hamilton,39.1834,-84.5333,74.59,89,90,4.0,US,heavy intensity rain,2021-06-19 01:44:55
257,Deputatskiy,69.3,139.9,73.8,29,100,3.85,RU,overcast clouds,2021-06-19 01:56:53
258,Russell,32.3502,-85.1999,80.31,79,90,0.0,US,overcast clouds,2021-06-19 01:56:53
259,Orlik,52.5178,99.825,65.1,43,96,3.69,RU,overcast clouds,2021-06-19 01:56:54
260,Novochernorechenskiy,56.2669,91.0828,71.08,68,63,5.91,RU,broken clouds,2021-06-19 01:56:54
261,Dongzhen,22.3797,110.9389,87.39,70,69,10.25,CN,broken clouds,2021-06-19 01:56:54
262,Forio,40.7342,13.8646,73.81,75,1,1.99,IT,clear sky,2021-06-19 01:56:55
263,Mimongo,-1.6195,11.6068,67.68,98,23,1.28,GA,few clouds,2021-06-19 01:56:55
264,Grand Gaube,-20.0064,57.6608,68.38,78,9,3.0,MU,clear sky,2021-06-19 01:56:56
265,Buala,-8.145,159.5921,84.33,73,100,7.43,SB,light rain,2021-06-19 01:47:04
266,Maymyo,22.0333,96.4667,70.97,90,100,1.97,MM,overcast clouds,2021-06-19 01:56:56
267,Mariestad,58.7097,13.8237,60.51,92,100,5.21,SE,overcast clouds,2021-06-19 01:56:57
268,Santa Barbara,34.7333,-120.0343,98.35,40,1,8.05,US,clear sky,2021-06-19 01:56:57
269,Chingola,-12.529,27.8838,50.32,71,66,4.54,ZM,broken clouds,2021-06-19 01:56:57
270,Oranjemund,-28.55,16.4333,67.84,33,0,15.05,NA,clear sky,2021-06-19 01:47:08
271,Guerrero Negro,27.9769,-114.0611,66.7,79,0,18.37,MX,clear sky,2021-06-19 01:56:58
272,Ibra,22.6906,58.5334,86.83,33,21,2.35,OM,few clouds,2021-06-19 01:56:59
273,Kokopo,-4.352,152.2633,80.87,74,100,2.86,PG,light rain,2021-06-19 01:56:59
274,Mahibadhoo,3.7833,72.9667,83.82,73,45,13.58,MV,scattered clouds,2021-06-19 01:56:59
275,Miyako,39.6367,141.9525,66.83,83,100,10.02,JP,moderate rain,2021-06-19 01:57:00
276,Zhireken,52.8249,117.3076,54.41,93,100,10.38,RU,light rain,2021-06-19 01:57:00
277,Tasiilaq,65.6145,-37.6368,29.44,70,1,4.61,GL,clear sky,2021-06-19 01:57:01
278,Puerto Narino,-3.7703,-70.3831,75.15,99,23,2.62,CO,few clouds,2021-06-19 01:57:01
279,Watsa,3.0372,29.5355,60.22,97,100,2.24,CD,overcast clouds,2021-06-19 01:57:02
280,Mehran,33.1222,46.1646,89.08,14,0,12.35,IR,clear sky,2021-06-19 01:57:02
281,Pandan,14.0453,124.1694,88.9,62,42,7.61,PH,scattered clouds,2021-06-19 01:57:02
282,Wajima,37.4,136.9,68.68,100,75,5.75,JP,mist,2021-06-19 01:57:03
283,Ratlam,23.3167,75.0667,78.98,72,83,16.64,IN,broken clouds,2021-06-19 01:57:03
284,Bonavista,48.6499,-53.1147,59.0,79,81,14.92,CA,broken clouds,2021-06-19 01:57:04
285,Weilheim,47.8333,11.15,69.53,92,100,4.07,DE,overcast clouds,2021-06-19 01:57:04
286,Tigil,57.8,158.6667,60.4,50,59,11.07,RU,broken clouds,2021-06-19 01:57:04
287,Buchanan,5.8808,-10.0467,76.96,87,66,4.65,LR,broken clouds,2021-06-19 01:57:05
288,Ostersund,63.1792,14.6357,46.85,76,98,4.61,SE,overcast clouds,2021-06-19 01:57:05
289,Sal Rei,16.1833,-22.9167,72.16,86,9,18.16,CV,clear sky,2021-06-19 01:57:06
290,Ambon,-3.6954,128.1814,77.14,88,40,2.3,ID,light rain,2021-06-19 01:57:06
291,Kulhudhuffushi,6.6221,73.07,82.62,74,100,15.05,MV,overcast clouds,2021-06-19 01:57:07
292,Codrington,-38.2667,141.9667,55.65,71,33,12.62,AU,scattered clouds,2021-06-19 01:57:07
293,Aykhal,66.0,111.5,75.11,28,61,4.76,RU,broken clouds,2021-06-19 01:57:08
294,Mitsamiouli,-11.3847,43.2844,76.6,65,25,9.98,KM,scattered clouds,2021-06-19 01:57:08
295,Labytnangi,66.6572,66.4183,52.61,64,87,8.7,RU,overcast clouds,2021-06-19 01:57:08
296,Hamza,40.4264,71.4956,75.15,30,0,2.35,UZ,clear sky,2021-06-19 01:57:09
297,Tahoua,14.8888,5.2692,88.52,33,68,9.78,NE,broken clouds,2021-06-19 01:57:09
298,Gizo,-8.103,156.8419,84.27,69,99,5.46,SB,overcast clouds,2021-06-19 01:57:10
299,Zyryanovsk,49.7386,84.2719,67.41,69,20,2.24,KZ,few clouds,2021-06-19 01:57:10
300,Abbeville,50.1,1.8333,63.28,91,100,8.5,FR,overcast clouds,2021-06-19 01:57:10
301,Zhigansk,66.7697,123.3711,69.01,48,100,6.42,RU,overcast clouds,2021-06-19 01:57:11
302,Tabory,58.5198,64.5495,53.62,46,8,6.87,RU,clear sky,2021-06-19 01:57:11
303,Olafsvik,64.8945,-23.7142,42.87,78,99,6.76,IS,overcast clouds,2021-06-19 01:57:12
304,Fukue,32.6881,128.8419,73.76,88,75,6.91,JP,broken clouds,2021-06-19 01:57:12
305,Carthage,36.8611,10.3316,73.26,73,20,3.44,TN,few clouds,2021-06-19 01:57:12
306,Iquique,-20.2208,-70.1431,60.84,78,29,7.25,CL,scattered clouds,2021-06-19 01:57:13
307,Qaqortoq,60.7167,-46.0333,41.77,75,100,1.63,GL,overcast clouds,2021-06-19 01:57:13
308,Choma,-16.8065,26.9531,51.35,61,0,6.58,ZM,clear sky,2021-06-19 01:57:13
309,Touros,-5.1989,-35.4608,76.1,92,16,9.71,BR,few clouds,2021-06-19 01:55:48
310,Half Moon Bay,37.4636,-122.4286,99.75,71,1,1.99,US,haze,2021-06-19 01:57:14
311,Palana,59.1167,159.9667,48.79,67,83,13.0,RU,broken clouds,2021-06-19 01:57:14
312,Cloquet,46.7216,-92.4594,73.2,40,1,9.22,US,clear sky,2021-06-19 01:57:15
313,Vao,-22.6667,167.4833,74.66,79,73,12.82,NC,broken clouds,2021-06-19 01:57:15
314,Nandu,22.8525,110.8233,89.06,64,65,9.37,CN,broken clouds,2021-06-19 01:57:16
315,Ripky,51.801,31.0838,57.4,96,0,7.25,UA,clear sky,2021-06-19 01:57:16
316,Coquimbo,-29.9533,-71.3436,55.13,94,90,5.75,CL,overcast clouds,2021-06-19 01:48:56
317,Sur,22.5667,59.5289,83.32,66,96,2.44,OM,overcast clouds,2021-06-19 01:57:17
318,Vila Do Maio,15.1333,-23.2167,72.39,85,15,17.13,CV,few clouds,2021-06-19 01:57:17
319,Storforshei,66.4043,14.5233,45.66,87,100,4.85,NO,overcast clouds,2021-06-19 01:57:18
320,Cabra,37.4725,-4.4421,62.04,72,100,2.59,ES,overcast clouds,2021-06-19 01:57:18
321,Bang Saphan,11.2126,99.5117,84.94,65,60,5.12,TH,broken clouds,2021-06-19 01:57:18
322,Foshan,23.0268,113.1315,89.64,56,100,9.26,CN,overcast clouds,2021-06-19 01:57:19
323,Tamandare,-8.7597,-35.1047,74.59,90,96,9.13,BR,overcast clouds,2021-06-19 01:57:19
324,Nosy Varika,-20.5833,48.5333,63.59,91,27,6.29,MG,scattered clouds,2021-06-19 01:57:20
325,Lata,40.1629,-8.3327,58.93,98,30,2.42,PT,scattered clouds,2021-06-19 01:57:20
326,Sibanicu,21.235,-77.5264,76.06,96,93,9.04,CU,overcast clouds,2021-06-19 01:57:20
327,Aktash,50.3,87.7333,59.9,45,14,2.3,RU,few clouds,2021-06-19 01:57:21
328,Bembereke,10.2283,2.6634,72.16,93,100,1.83,BJ,overcast clouds,2021-06-19 01:56:47
329,Kuryk,43.2,51.65,83.34,24,7,17.76,KZ,clear sky,2021-06-19 01:57:21
330,Mogadishu,2.0371,45.3438,76.17,87,98,15.23,SO,moderate rain,2021-06-19 01:57:22
331,Margate,51.3813,1.3862,57.31,97,100,1.01,GB,overcast clouds,2021-06-19 01:57:22
332,Kununurra,-15.7667,128.7333,76.98,22,100,13.8,AU,overcast clouds,2021-06-19 01:57:23
333,Axim,4.8699,-2.2405,78.55,79,100,9.1,GH,overcast clouds,2021-06-19 01:57:23
334,Sistranda,63.7256,8.834,50.9,75,100,2.91,NO,overcast clouds,2021-06-19 01:57:23
335,Niamey,13.5137,2.1098,75.49,100,20,12.66,NE,few clouds,2021-06-19 01:57:24
336,Mianyang,31.4593,104.7542,68.29,79,100,1.12,CN,overcast clouds,2021-06-19 01:53:47
337,Mugumu,-1.85,34.7,59.94,92,100,4.0,TZ,light rain,2021-06-19 01:57:24
338,Udachnyy,66.4167,112.4,77.95,27,85,5.53,RU,overcast clouds,2021-06-19 01:57:25
339,Traverse City,44.7631,-85.6206,68.11,66,0,6.89,US,clear sky,2021-06-19 01:53:40
340,Key West,24.5557,-81.7826,84.0,83,75,12.66,US,broken clouds,2021-06-19 01:57:25
341,Virginia Beach,36.8529,-75.978,79.02,68,100,1.01,US,overcast clouds,2021-06-19 01:57:26
342,Aksu,41.1231,80.2644,73.83,31,42,0.81,CN,scattered clouds,2021-06-19 01:57:26
343,Gander,48.9682,-54.5906,60.93,63,40,5.01,CA,scattered clouds,2021-06-19 01:57:26
344,Maragogi,-9.0122,-35.2225,74.3,92,99,9.19,BR,light rain,2021-06-19 01:57:27
345,Kapit,2.0167,112.9333,74.12,99,100,1.54,MY,overcast clouds,2021-06-19 01:57:27
346,Ekhabi,53.5102,142.9671,56.79,52,93,7.23,RU,overcast clouds,2021-06-19 01:57:28
347,Kahului,20.8947,-156.47,80.83,75,44,7.0,US,scattered clouds,2021-06-19 01:55:35
348,Voyvozh,62.892,54.9635,48.67,98,100,2.84,RU,overcast clouds,2021-06-19 01:57:28
349,Shimoda,34.6667,138.95,70.16,88,100,10.42,JP,light rain,2021-06-19 01:57:29
350,Ningbo,29.8782,121.5495,74.98,45,75,4.47,CN,light rain,2021-06-19 01:57:29
351,Cayenne,4.9333,-52.3333,80.1,88,20,2.3,GF,few clouds,2021-06-19 01:57:29
352,Erzurum,40.0,41.5,64.08,84,0,5.55,TR,clear sky,2021-06-19 01:57:30
353,Airai,-8.9266,125.4092,71.74,51,97,4.32,TL,overcast clouds,2021-06-19 01:53:10
354,Masaurhi,25.3509,85.0342,75.79,92,100,10.42,IN,overcast clouds,2021-06-19 01:57:30
355,Stokmarknes,68.5646,14.9108,50.49,87,100,16.73,NO,overcast clouds,2021-06-19 01:57:31
356,North Bend,43.4065,-124.2243,67.91,71,2,3.0,US,clear sky,2021-06-19 01:57:31
357,Kalabo,-14.97,22.6814,50.41,55,2,6.42,ZM,clear sky,2021-06-19 01:57:31
358,Ponta Do Sol,32.6667,-17.1,65.03,54,59,6.58,PT,broken clouds,2021-06-19 01:57:32
359,Veraval,20.9,70.3667,84.38,77,82,14.81,IN,broken clouds,2021-06-19 01:57:32
360,Klaksvik,62.2266,-6.589,47.32,89,89,14.25,FO,overcast clouds,2021-06-19 01:57:33
361,Sembe,1.6481,14.5806,70.09,96,100,0.43,CG,overcast clouds,2021-06-19 01:57:33
362,Adrar,20.5022,-10.0711,81.73,19,5,12.64,MR,clear sky,2021-06-19 01:57:33
363,Rocha,-34.4833,-54.3333,42.78,87,19,2.26,UY,few clouds,2021-06-19 01:57:34
364,Nioaque,-21.1353,-55.83,58.87,84,43,3.11,BR,scattered clouds,2021-06-19 01:57:34
365,Yulara,-25.2406,130.9889,53.44,47,88,13.8,AU,overcast clouds,2021-06-19 01:56:23
366,Necochea,-38.5473,-58.7368,41.04,80,97,6.08,AR,overcast clouds,2021-06-19 01:57:35
367,Lorengau,-2.0226,147.2712,84.56,65,93,1.19,PG,light rain,2021-06-19 01:57:35
368,Huicheng,23.0385,116.2899,89.55,65,100,17.02,CN,overcast clouds,2021-06-19 01:57:35
369,Buraydah,26.326,43.975,73.85,15,0,5.28,SA,clear sky,2021-06-19 01:57:36
370,Okhotsk,59.3833,143.3,66.42,51,0,8.86,RU,clear sky,2021-06-19 01:57:36
371,Cairns,-16.9167,145.7667,83.95,47,48,10.36,AU,scattered clouds,2021-06-19 01:55:15
372,Pitsunda,43.1592,40.3378,67.71,77,4,2.59,GE,clear sky,2021-06-19 01:57:37
373,Unai,-16.3575,-46.9061,64.9,46,100,1.36,BR,overcast clouds,2021-06-19 01:57:37
374,Atar,20.5169,-13.0499,83.62,23,1,10.2,MR,clear sky,2021-06-19 01:57:37
375,Boyabat,41.4689,34.7667,59.59,93,3,1.16,TR,clear sky,2021-06-19 01:57:38
376,Roverud,60.2521,12.055,60.28,87,100,3.98,NO,light rain,2021-06-19 01:57:38
377,Nuevitas,21.5453,-77.2644,79.57,88,88,11.03,CU,overcast clouds,2021-06-19 01:57:39
378,Saldanha,-33.0117,17.9442,58.48,58,3,8.72,ZA,clear sky,2021-06-19 01:53:20
379,Souillac,-20.5167,57.5167,68.36,88,40,1.14,MU,scattered clouds,2021-06-19 01:57:39
380,Qatana,33.4354,36.0815,63.16,45,0,5.61,SY,clear sky,2021-06-19 01:57:40
381,Auki,-8.7676,160.7034,85.73,62,100,2.59,SB,overcast clouds,2021-06-19 01:57:40
382,Macapa,0.0389,-51.0664,80.58,89,20,2.3,BR,few clouds,2021-06-19 01:57:40
383,Tecoanapa,16.5167,-98.75,75.78,89,100,8.19,MX,overcast clouds,2021-06-19 01:57:41
384,Sitrah,26.1547,50.6206,91.62,31,0,5.01,BH,dust,2021-06-19 01:57:41
385,Bjornevatn,69.6672,29.9847,48.54,87,75,9.22,NO,broken clouds,2021-06-19 01:57:42
386,Chulman,56.8479,124.9104,64.42,68,99,5.66,RU,overcast clouds,2021-06-19 01:57:42
387,Mecca,21.4267,39.8261,85.64,30,11,4.09,SA,few clouds,2021-06-19 01:57:43
388,Turbat,26.0023,63.044,80.96,78,0,3.11,PK,clear sky,2021-06-19 01:57:43
389,Garachine,8.0647,-78.3628,78.6,86,99,4.79,PA,overcast clouds,2021-06-19 01:57:43
390,Padang,-0.9492,100.3543,81.91,58,100,1.57,ID,overcast clouds,2021-06-19 01:57:44
391,Dongsheng,39.8161,109.9776,77.0,15,9,17.07,CN,clear sky,2021-06-19 01:57:44
392,Mnogovershinnyy,53.9353,139.9242,60.93,37,98,7.63,RU,overcast clouds,2021-06-19 01:57:44
393,Trelaze,47.45,-0.4667,62.02,94,75,3.44,FR,broken clouds,2021-06-19 01:57:45
394,Samarai,-10.6167,150.6667,79.66,74,100,12.97,PG,overcast clouds,2021-06-19 01:57:45
395,Vardo,70.3705,31.1107,44.58,93,40,17.27,NO,scattered clouds,2021-06-19 01:57:46
396,Abonnema,4.7084,6.7931,75.42,94,13,3.85,NG,light rain,2021-06-19 01:57:46
397,Uusikaupunki,60.8004,21.4084,61.32,97,50,5.17,FI,light rain,2021-06-19 01:57:47
398,Andijon,40.7821,72.3442,74.55,49,0,0.0,UZ,clear sky,2021-06-19 01:57:47
399,Bilma,18.6853,12.9164,87.85,12,5,6.69,NE,clear sky,2021-06-19 01:57:47
400,Smoky Lake,54.1169,-112.4686,65.48,67,89,3.44,CA,overcast clouds,2021-06-19 01:57:48
401,Gazanjyk,39.2446,55.5154,79.77,51,0,7.52,TM,clear sky,2021-06-19 01:57:48
402,Westport,41.1415,-73.3579,77.14,74,100,1.99,US,overcast clouds,2021-06-19 01:56:28
403,Khasan,42.4308,130.6434,57.76,98,100,6.55,RU,overcast clouds,2021-06-19 01:57:49
404,Gbadolite,4.2833,21.0167,68.79,98,100,2.62,CD,overcast clouds,2021-06-19 01:57:49
405,Sitka,57.0531,-135.33,53.38,86,100,1.61,US,overcast clouds,2021-06-19 01:53:11
406,Penzance,50.1186,-5.5371,52.81,73,2,7.16,GB,clear sky,2021-06-19 01:57:50
407,Lunca De Sus,46.5333,25.9667,55.92,98,87,4.99,RO,overcast clouds,2021-06-19 01:57:50
408,Sercaia,45.8333,25.1333,59.04,91,41,1.48,RO,scattered clouds,2021-06-19 01:57:51
409,La Rochelle,46.1667,-1.15,64.47,94,90,3.44,FR,light rain,2021-06-19 01:57:52
410,Turukhansk,65.8167,87.9833,63.28,77,60,0.98,RU,broken clouds,2021-06-19 01:57:52
411,Kotra,25.8167,79.3167,82.69,75,100,8.34,IN,overcast clouds,2021-06-19 01:57:52
412,Ginir,7.1333,40.7,56.59,76,72,12.15,ET,broken clouds,2021-06-19 01:57:53
413,Cumberland,35.0502,-78.8664,81.84,56,3,3.0,US,clear sky,2021-06-19 01:54:16
414,Goundam,16.4145,-3.6708,92.75,23,30,9.91,ML,scattered clouds,2021-06-19 01:57:54
415,Kuandian,40.7286,124.7847,69.53,68,12,8.08,CN,few clouds,2021-06-19 01:57:54
416,Muroto,33.2833,134.15,73.44,96,100,9.64,JP,light rain,2021-06-19 01:57:54
417,Loiza,18.4313,-65.8802,81.05,85,7,13.94,PR,clear sky,2021-06-19 01:57:55
418,Faleula,-13.7946,-171.8313,80.51,83,75,3.44,WS,light rain,2021-06-19 01:57:55
419,Semnan,35.5729,53.3971,78.08,25,0,7.45,IR,clear sky,2021-06-19 01:57:56
420,Cotonou,6.3654,2.4183,80.58,89,40,11.5,BJ,light rain,2021-06-19 01:57:56
421,Neiafu,-18.65,-173.9833,81.28,78,20,8.05,TO,few clouds,2021-06-19 01:57:57
422,Boden,65.8252,21.6886,50.0,65,12,7.94,SE,few clouds,2021-06-19 01:57:57
423,Ketchikan,55.3422,-131.6461,57.79,66,98,5.06,US,overcast clouds,2021-06-19 01:57:58
424,Darlowo,54.421,16.4107,71.94,77,0,10.33,PL,clear sky,2021-06-19 01:57:58
425,Peleduy,59.6289,112.7406,72.27,46,86,3.47,RU,overcast clouds,2021-06-19 01:57:58
426,Catamarca,-28.4696,-65.7852,44.78,86,45,3.0,AR,scattered clouds,2021-06-19 01:57:59
427,Idrinskoye,54.3708,92.1358,68.34,82,40,3.76,RU,scattered clouds,2021-06-19 01:57:59
428,Isiro,2.7739,27.616,64.67,99,100,0.22,CD,overcast clouds,2021-06-19 01:58:00
429,Roald,62.5833,6.1333,53.17,87,90,10.36,NO,overcast clouds,2021-06-19 01:58:00
430,Benguela,-12.5763,13.4055,70.68,75,5,1.95,AO,clear sky,2021-06-19 01:58:01
431,Puerto Colombia,10.9878,-74.9547,78.89,81,70,6.67,CO,broken clouds,2021-06-19 01:58:01
432,Poronaysk,49.2167,143.1167,54.16,61,23,8.05,RU,few clouds,2021-06-19 01:58:02
433,Lesogorsk,56.0458,99.5136,62.8,88,95,3.53,RU,light rain,2021-06-19 01:58:02
434,Harper,4.375,-7.7169,77.85,82,72,8.03,LR,light rain,2021-06-19 01:58:02
435,Portland,45.5234,-122.6762,78.76,48,2,3.0,US,clear sky,2021-06-19 01:58:03
436,Taoudenni,22.6783,-3.9836,96.93,10,96,9.31,ML,overcast clouds,2021-06-19 01:57:05
437,Tabas,33.5959,56.9244,81.5,13,0,4.81,IR,clear sky,2021-06-19 01:58:04
438,Chapleau,47.8405,-83.4034,62.69,51,75,9.22,CA,broken clouds,2021-06-19 01:58:04
439,Bure,10.7,37.0667,54.91,96,100,2.46,ET,overcast clouds,2021-06-19 01:58:05
440,Kieta,-6.2167,155.6333,83.66,73,90,5.14,PG,light rain,2021-06-19 01:58:05
441,Vezirkopru,41.1436,35.4547,59.49,85,0,1.05,TR,clear sky,2021-06-19 01:58:05
442,Itarema,-2.9248,-39.9167,76.41,85,52,9.04,BR,broken clouds,2021-06-19 01:58:06
443,Ixtapa,20.7,-105.2,81.23,88,100,3.0,MX,overcast clouds,2021-06-19 01:58:06
444,Rawson,-43.3002,-65.1023,41.05,68,6,17.72,AR,clear sky,2021-06-19 01:57:29
445,Tautira,-17.7333,-149.15,86.02,83,13,13.98,PF,few clouds,2021-06-19 01:58:07
446,Ngunguru,-35.6167,174.5,69.17,78,0,10.42,NZ,clear sky,2021-06-19 01:58:07
447,Maarianhamina,60.0973,19.9348,55.26,88,1,5.75,AX,clear sky,2021-06-19 01:58:08
448,Houston,29.7633,-95.3633,90.05,59,90,1.99,US,overcast clouds,2021-06-19 01:55:22
449,Rudnichnyy,59.617,52.4703,55.0,96,100,7.61,RU,overcast clouds,2021-06-19 01:58:08
450,Teguise,29.0605,-13.564,62.82,68,75,13.8,ES,broken clouds,2021-06-19 01:58:09
451,High Level,58.5169,-117.136,64.51,63,75,4.61,CA,broken clouds,2021-06-19 01:58:09
452,Vilhena,-12.7406,-60.1458,70.99,60,100,2.71,BR,overcast clouds,2021-06-19 01:58:09
453,Ucluelet,48.9329,-125.5528,75.04,78,100,4.0,CA,overcast clouds,2021-06-19 01:55:35
