City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Weather Description,Date
454,Lagos,6.5833,3.75,80.92,89,100,3.58,NG,overcast clouds,2021-06-19 01:58:10
455,Kabompo,-13.5927,24.2008,49.96,58,0,6.4,ZM,clear sky,2021-06-19 01:58:10
456,Yumen,40.2833,97.2,73.22,24,100,3.87,CN,overcast clouds,2021-06-19 01:58:11
457,Alice Springs,-23.7,133.8833,53.15,54,46,14.97,AU,scattered clouds,2021-06-19 01:58:11
458,Lixourion,38.2019,20.4314,69.73,83,62,7.36,GR,broken clouds,2021-06-19 01:58:12
459,Inhambane,-23.865,35.3833,67.66,76,22,13.13,MZ,few clouds,2021-06-19 01:58:12
460,Muriwai Beach,-36.8167,174.45,66.34,85,1,3.27,NZ,clear sky,2021-06-19 01:58:13
461,Ravar,31.2656,56.8055,76.23,12,0,0.89,IR,clear sky,2021-06-19 01:58:13
462,Maryville,35.7565,-83.9705,77.99,72,100,5.39,US,overcast clouds,2021-06-19 01:57:02
463,Tungor,53.3808,142.9564,58.35,49,91,7.47,RU,overcast clouds,2021-06-19 01:58:14
464,Tondano,1.3038,124.9112,73.49,67,94,2.33,ID,overcast clouds,2021-06-19 01:58:14
465,Pathalgaon,22.5667,83.4667,74.44,88,100,8.46,IN,overcast clouds,2021-06-19 01:58:14
466,Mahuta,-10.8667,39.45,60.26,96,5,2.59,TZ,clear sky,2021-06-19 01:58:15
467,Mount Gambier,-37.8333,140.7667,53.51,94,98,11.5,AU,overcast clouds,2021-06-19 01:56:56
468,Ati,13.2154,18.3353,87.71,45,97,10.07,TD,overcast clouds,2021-06-19 01:58:16
469,Kangaatsiaq,68.3065,-53.4641,38.5,78,100,4.81,GL,overcast clouds,2021-06-19 01:58:16
470,Batemans Bay,-35.7167,150.1833,58.91,63,57,20.27,AU,broken clouds,2021-06-19 01:58:16
471,Chimbote,-9.0853,-78.5783,65.66,88,50,8.59,PE,scattered clouds,2021-06-19 01:58:17
472,Kavaratti,10.5669,72.642,83.05,75,100,22.26,IN,overcast clouds,2021-06-19 01:58:17
473,Agadez,19.75,10.25,85.48,12,35,8.19,NE,scattered clouds,2021-06-19 01:58:17
474,Talnakh,69.4865,88.3972,42.12,89,100,10.4,RU,light rain,2021-06-19 01:58:18
475,Jiazi,22.8779,116.067,87.08,72,99,17.2,CN,overcast clouds,2021-06-19 01:58:18
476,Imeni Poliny Osipenko,52.4201,136.4853,66.92,50,100,8.86,RU,overcast clouds,2021-06-19 01:58:19
477,Alghero,40.5589,8.3181,73.49,83,0,4.61,IT,clear sky,2021-06-19 01:58:19
478,Wilmington,34.2257,-77.9447,79.86,70,3,1.99,US,clear sky,2021-06-19 01:55:22
479,Esperance,-33.8667,121.9,51.64,62,3,15.66,AU,clear sky,2021-06-19 01:58:20
480,Bella Vista,36.4295,-94.2316,82.81,78,0,6.17,US,clear sky,2021-06-19 01:58:20
481,Esil,51.9556,66.4042,54.81,45,0,12.71,KZ,clear sky,2021-06-19 01:58:21
482,Soyo,-6.1349,12.3689,72.45,90,27,7.11,AO,scattered clouds,2021-06-19 01:58:21
483,Iralaya,15.0,-83.2333,80.91,82,100,10.83,HN,overcast clouds,2021-06-19 01:58:22
484,Husavik,66.0449,-17.3389,40.91,89,99,6.04,IS,overcast clouds,2021-06-19 01:58:22
485,Iskateley,67.6803,53.1512,45.3,63,99,9.78,RU,overcast clouds,2021-06-19 01:58:22
486,Lompoc,34.6391,-120.4579,87.94,86,90,4.0,US,mist,2021-06-19 01:58:23
487,Ust-Omchug,61.15,149.6333,69.28,36,85,9.24,RU,overcast clouds,2021-06-19 01:58:23
488,Ojinaga,29.5667,-104.4167,97.75,12,1,4.61,MX,clear sky,2021-06-19 01:58:23
489,Oistins,13.0667,-59.5333,78.89,73,40,12.66,BB,scattered clouds,2021-06-19 01:54:00
490,Provideniya,64.3833,-173.3,52.56,65,96,6.49,RU,overcast clouds,2021-06-19 01:58:24
491,Kiama,-34.6833,150.8667,60.28,83,100,8.01,AU,moderate rain,2021-06-19 01:58:24
492,Sivaki,52.6333,126.75,63.39,81,100,14.72,RU,light rain,2021-06-19 01:58:25
493,Palmer,42.1584,-72.3287,72.95,54,100,3.0,US,overcast clouds,2021-06-19 01:58:25
494,Sohag,26.557,31.6948,79.09,34,0,14.03,EG,clear sky,2021-06-19 01:58:25
495,Hastings,50.8552,0.5729,56.95,99,100,7.87,GB,overcast clouds,2021-06-19 01:58:26
496,Hilton Head Island,32.2163,-80.7526,80.98,80,1,6.91,US,clear sky,2021-06-19 01:57:32
497,Altus,34.6381,-99.334,91.47,39,1,12.66,US,clear sky,2021-06-19 01:57:48
498,Isangel,-19.55,169.2667,84.31,74,20,5.75,VU,few clouds,2021-06-19 01:58:27
499,Xilitla,21.3333,-98.9667,70.32,92,100,2.48,MX,overcast clouds,2021-06-19 01:58:27
500,Road Town,18.4167,-64.6167,82.2,78,40,9.22,VG,scattered clouds,2021-06-19 01:58:28
501,Tilichiki,60.4667,166.1,45.88,75,100,6.46,RU,overcast clouds,2021-06-19 01:58:28
502,Artigas,-30.4,-56.4667,44.69,86,94,8.55,UY,overcast clouds,2021-06-19 01:58:28
503,Luganville,-15.5333,167.1667,84.27,62,56,5.68,VU,broken clouds,2021-06-19 01:58:29
504,Lasa,46.6166,10.7002,65.03,87,100,1.79,IT,overcast clouds,2021-06-19 01:58:29
505,Kizukuri,40.8061,140.3861,74.25,68,100,7.99,JP,overcast clouds,2021-06-19 01:58:30
506,Olenegorsk,68.15,33.3,50.4,90,100,12.93,RU,overcast clouds,2021-06-19 01:58:30
507,Darhan,49.4867,105.9228,67.96,37,6,3.04,MN,clear sky,2021-06-19 01:58:30
508,Ballina,-28.8667,153.5667,64.78,52,5,14.97,AU,clear sky,2021-06-19 01:58:31
509,Homer,59.6425,-151.5483,57.04,81,100,8.01,US,light rain,2021-06-19 01:58:31
510,Tomatlan,19.9333,-105.25,80.44,83,100,4.41,MX,overcast clouds,2021-06-19 01:58:32
511,Auch,43.65,0.5833,69.71,77,97,1.05,FR,overcast clouds,2021-06-19 01:58:32
512,Roros,62.5747,11.3842,44.44,87,90,4.61,NO,light rain,2021-06-19 01:58:32
513,Ugoofaaru,5.6667,73.0,82.83,75,99,14.74,MV,overcast clouds,2021-06-19 01:58:33
514,Suseni,46.6667,25.55,57.85,97,83,4.36,RO,broken clouds,2021-06-19 01:58:33
515,Chadiza,-14.0678,32.4392,58.19,65,99,4.85,ZM,overcast clouds,2021-06-19 01:58:34
516,Juazeiro,-9.4117,-40.4986,73.98,61,6,20.07,BR,clear sky,2021-06-19 01:58:34
517,Maceio,-9.6658,-35.7353,74.64,88,40,5.75,BR,scattered clouds,2021-06-19 01:54:51
518,Pergamino,-33.89,-60.5736,40.24,65,33,4.74,AR,scattered clouds,2021-06-19 01:58:35
519,Daye,30.0833,114.95,73.72,80,100,3.94,CN,light rain,2021-06-19 01:58:35
520,Nohar,29.1833,74.7667,87.55,53,14,9.04,IN,few clouds,2021-06-19 01:58:36
521,Kandava,57.0409,22.7747,59.36,88,3,5.84,LV,clear sky,2021-06-19 01:58:36
522,Berlevag,70.8578,29.0864,43.54,92,100,8.12,NO,overcast clouds,2021-06-19 01:58:37
523,Osypenko,46.9136,36.8253,67.84,91,54,9.15,UA,broken clouds,2021-06-19 01:58:37
524,Paciran,-6.8767,112.3761,81.82,78,100,4.63,ID,overcast clouds,2021-06-19 01:58:37
525,Cartagena Del Chaira,1.3349,-74.8429,71.56,98,100,2.62,CO,overcast clouds,2021-06-19 01:58:38
526,Nogliki,51.8333,143.1667,50.4,66,52,9.15,RU,broken clouds,2021-06-19 01:58:38
527,Manggar,-2.8833,108.2667,83.19,67,100,3.62,ID,overcast clouds,2021-06-19 01:58:39
528,Zhanaozen,43.3,52.8,81.12,21,6,18.72,KZ,clear sky,2021-06-19 01:58:39
529,Magan,39.9683,-3.931,65.28,56,84,7.0,ES,broken clouds,2021-06-19 01:58:39
530,Nanga Eboko,4.6833,12.3667,67.71,100,100,1.07,CM,light rain,2021-06-19 01:58:40
531,Fort Dodge,42.4975,-94.168,82.74,58,96,5.03,US,overcast clouds,2021-06-19 01:58:40
532,Mataram,-8.5833,116.1167,83.21,70,66,3.89,ID,broken clouds,2021-06-19 01:58:41
533,Kisangani,0.5167,25.2,68.2,98,74,1.07,CD,broken clouds,2021-06-19 01:58:41
534,Asau,46.4333,26.4,62.4,96,98,5.64,RO,overcast clouds,2021-06-19 01:58:42
535,Estelle,29.8458,-90.1067,77.0,84,90,8.05,US,mist,2021-06-19 01:58:42
536,Le Moule,16.3332,-61.3473,78.84,81,53,16.11,GP,broken clouds,2021-06-19 01:58:42
537,Kjollefjord,70.9457,27.3465,43.12,87,96,3.89,NO,overcast clouds,2021-06-19 01:58:43
538,Nalut,30.3333,10.85,84.13,25,2,10.65,LY,clear sky,2021-06-19 01:58:43
539,Olhao,37.0286,-7.8411,63.09,88,40,12.66,PT,scattered clouds,2021-06-19 01:58:44
540,Bosconia,9.9689,-73.8836,79.18,83,100,4.5,CO,overcast clouds,2021-06-19 01:58:44
541,Martapura,-3.4167,114.85,80.69,83,20,4.61,ID,few clouds,2021-06-19 01:57:18
542,Linhares,-19.3911,-40.0722,63.61,95,98,3.96,BR,overcast clouds,2021-06-19 01:58:44
543,Ayan,56.45,138.1667,51.21,62,100,9.66,RU,overcast clouds,2021-06-19 01:58:45
544,Carauari,-4.8828,-66.8958,72.1,99,21,2.24,BR,heavy intensity rain,2021-06-19 01:58:45
545,Irbil,36.1926,44.0106,75.02,16,0,4.61,IQ,clear sky,2021-06-19 01:58:46
546,Poitiers,46.5833,0.3333,64.81,66,100,3.44,FR,light rain,2021-06-19 01:58:46
547,Vasteras,59.6162,16.5528,59.99,75,20,10.36,SE,few clouds,2021-06-19 01:58:47
548,Alofi,-19.0595,-169.9187,82.29,74,18,11.5,NU,few clouds,2021-06-19 01:58:47
549,Tefe,-3.3542,-64.7114,72.48,98,6,1.57,BR,clear sky,2021-06-19 01:58:47
550,Sechura,-5.5569,-80.8222,68.77,75,64,15.21,PE,broken clouds,2021-06-19 01:58:48
551,Chifeng,42.2683,118.9636,77.18,21,1,17.45,CN,clear sky,2021-06-19 01:54:31
552,Patacamaya,-17.2333,-67.9167,41.9,45,4,3.09,BO,clear sky,2021-06-19 01:58:48
553,Norwich,52.6278,1.2983,55.36,95,90,12.66,GB,light rain,2021-06-19 01:58:49
554,Tommot,58.9564,126.2925,75.54,62,99,3.65,RU,overcast clouds,2021-06-19 01:58:49
555,Smithers,54.7804,-127.1743,61.12,48,75,11.5,CA,broken clouds,2021-06-19 01:58:49
556,Yaan,7.3833,8.5667,72.52,93,99,4.47,NG,overcast clouds,2021-06-19 01:58:50
557,Van Buren,35.4368,-94.3483,85.35,78,18,5.17,US,few clouds,2021-06-19 01:55:32
558,Rzhev,56.2624,34.3282,57.0,91,0,5.48,RU,clear sky,2021-06-19 01:58:51
559,Chakulia,22.4833,86.7167,75.52,86,100,4.27,IN,overcast clouds,2021-06-19 01:58:51
560,San Quintin,30.4833,-115.95,66.07,81,1,10.42,MX,clear sky,2021-06-19 01:58:51
561,China,25.7,-99.2333,90.27,33,39,11.72,MX,scattered clouds,2021-06-19 01:58:52
562,Ayagoz,47.9714,80.4392,75.7,31,100,13.49,KZ,overcast clouds,2021-06-19 01:58:52
563,Shirvan,39.9509,48.8994,72.77,67,0,4.41,AZ,clear sky,2021-06-19 01:58:52
564,Kotaparh,19.15,82.35,76.08,81,100,12.97,IN,overcast clouds,2021-06-19 01:58:53
565,Petropavlovsk-Kamchatskiy,53.0452,158.6483,57.79,51,75,11.18,RU,broken clouds,2021-06-19 01:58:53
566,Merauke,-8.4667,140.3333,83.97,60,43,11.5,ID,scattered clouds,2021-06-19 01:58:54
567,Bungu,-7.6337,39.0582,65.23,96,46,3.87,TZ,scattered clouds,2021-06-19 01:58:54
568,Altay,47.8667,88.1167,78.28,26,7,2.86,CN,clear sky,2021-06-19 01:58:54
569,Marsh Harbour,26.5412,-77.0636,81.12,80,96,8.25,BS,overcast clouds,2021-06-19 01:58:55
570,Lichinga,-13.3128,35.2406,57.29,94,0,10.36,MZ,clear sky,2021-06-19 01:58:55
571,Marsabit,2.3284,37.9899,60.87,83,100,17.83,KE,overcast clouds,2021-06-19 01:58:56
572,San Lorenzo De El Escorial,40.5914,-4.1474,58.82,74,92,3.22,ES,overcast clouds,2021-06-19 01:58:56
573,Beaupre,47.0443,-70.8953,65.66,92,100,5.01,CA,overcast clouds,2021-06-19 01:58:56
574,Valdemarpils,57.3707,22.5919,51.22,88,1,5.79,LV,clear sky,2021-06-19 01:58:57
575,San Cristobal,7.7669,-72.225,65.64,98,67,3.94,VE,broken clouds,2021-06-19 01:55:15
576,Vestmannaeyjar,63.4427,-20.2734,44.51,70,100,6.17,IS,overcast clouds,2021-06-19 01:58:57
577,Bertoua,4.5833,13.6833,67.08,99,100,1.7,CM,light rain,2021-06-19 01:58:58
578,Parambu,-6.2111,-40.6944,72.1,53,34,3.76,BR,scattered clouds,2021-06-19 01:58:58
579,Aanekoski,62.6946,25.818,64.85,100,92,5.77,FI,overcast clouds,2021-06-19 01:58:59
580,Luena,-11.7833,19.9167,48.22,52,0,4.12,AO,clear sky,2021-06-19 01:58:59
581,Abha,18.2164,42.5053,69.62,40,0,0.0,SA,clear sky,2021-06-19 01:58:59
582,Paramirim,-13.4425,-42.2389,69.94,61,97,4.99,BR,overcast clouds,2021-06-19 01:59:00
583,Port Hedland,-20.3167,118.5667,66.25,59,0,13.8,AU,clear sky,2021-06-19 01:59:00
584,Najran,17.4924,44.1277,79.45,32,10,3.11,SA,clear sky,2021-06-19 01:59:00
585,Tuatapere,-46.1333,167.6833,48.81,61,0,3.96,NZ,clear sky,2021-06-19 01:59:01
586,Port Hardy,50.6996,-127.4199,59.18,67,75,11.5,CA,broken clouds,2021-06-19 01:59:01
587,Floriano,-6.7669,-43.0225,78.78,40,57,2.44,BR,broken clouds,2021-06-19 01:59:02
588,Kuruman,-27.4524,23.4325,51.6,44,0,10.11,ZA,clear sky,2021-06-19 01:59:02
589,La Peca,-5.6111,-78.435,66.54,85,88,2.15,PE,overcast clouds,2021-06-19 01:59:03
590,Jaru,-10.4389,-62.4664,77.45,68,100,2.17,BR,overcast clouds,2021-06-19 01:59:03
591,Kaitangata,-46.2817,169.8464,49.93,66,40,6.8,NZ,scattered clouds,2021-06-19 01:59:03
592,Kurchum,48.5722,83.6542,76.51,37,100,4.56,KZ,overcast clouds,2021-06-19 01:59:04
593,Carmarthen,51.8555,-4.3054,57.94,89,92,0.76,GB,overcast clouds,2021-06-19 01:59:04
594,Dali,25.7,100.1833,71.64,67,64,6.93,CN,broken clouds,2021-06-19 01:59:05
595,Auburn,47.3073,-122.2284,76.62,55,99,4.0,US,overcast clouds,2021-06-19 01:56:16
596,Riyadh,24.6877,46.7219,82.45,15,0,8.05,SA,clear sky,2021-06-19 01:57:10
597,Pryozerne,45.2698,36.3303,68.09,90,0,9.22,UA,clear sky,2021-06-19 01:59:06
598,Koslan,63.4564,48.8989,54.61,91,100,2.82,RU,overcast clouds,2021-06-19 01:59:06
599,Beyneu,45.3167,55.2,74.64,32,42,11.39,KZ,scattered clouds,2021-06-19 01:59:07
600,De Aar,-30.6497,24.0123,44.76,40,0,4.18,ZA,clear sky,2021-06-19 01:59:07
601,Kalmunai,7.4167,81.8167,81.73,71,100,3.76,LK,overcast clouds,2021-06-19 01:59:07
602,Sakakah,29.9697,40.2064,72.97,26,0,5.53,SA,clear sky,2021-06-19 01:59:08
603,Tonj,7.2737,28.6822,68.47,96,85,4.25,SS,overcast clouds,2021-06-19 01:59:08
604,Kristiansund,63.1115,7.732,50.05,87,90,3.44,NO,overcast clouds,2021-06-19 01:59:09
605,Rokytnice Nad Jizerou,50.7256,15.4336,66.31,82,0,3.33,CZ,clear sky,2021-06-19 01:59:09
606,Krasnoselkup,65.7,82.4667,40.71,94,100,23.33,RU,heavy intensity rain,2021-06-19 01:59:09
607,Tarnogskiy Gorodok,60.4997,43.5761,62.76,76,11,8.46,RU,few clouds,2021-06-19 01:59:10
608,Guantanamo,20.1444,-75.2092,83.77,93,100,0.65,CU,overcast clouds,2021-06-19 01:59:10
609,Belyy Yar,53.6039,91.3903,69.69,68,0,4.47,RU,clear sky,2021-06-19 01:59:11
610,Whitehorse,60.7161,-135.0538,68.77,37,75,11.5,CA,broken clouds,2021-06-19 01:59:11
611,Dalby,-27.1833,151.2667,57.97,52,3,7.0,AU,clear sky,2021-06-19 01:59:12
612,Barra Patuca,15.8,-84.2833,80.94,81,97,10.94,HN,overcast clouds,2021-06-19 01:59:13
613,Morondava,-20.2833,44.2833,64.76,80,6,7.63,MG,clear sky,2021-06-19 01:59:13
614,Tyup,42.7276,78.3648,58.32,71,55,1.92,KG,broken clouds,2021-06-19 01:59:13
615,Limon,10.0,-83.0333,78.78,81,100,4.12,CR,overcast clouds,2021-06-19 01:59:14
616,Calama,-22.4667,-68.9333,48.69,46,0,11.5,CL,clear sky,2021-06-19 01:59:14
617,Yabrud,33.9674,36.6574,52.52,43,0,1.97,SY,clear sky,2021-06-19 01:59:15
618,Magadan,59.5667,150.8,60.4,54,42,3.47,RU,scattered clouds,2021-06-19 01:59:15
619,Manthani,18.65,79.6667,82.63,68,100,12.48,IN,heavy intensity rain,2021-06-19 01:59:15
620,Konevo,62.1215,39.3192,61.45,70,12,9.42,RU,few clouds,2021-06-19 01:59:16
621,Emba,48.8264,58.1442,63.88,46,0,14.54,KZ,clear sky,2021-06-19 01:59:16
622,Jiuquan,39.7432,98.5174,70.48,32,100,2.73,CN,overcast clouds,2021-06-19 01:59:17
623,Zhuhai,22.2769,113.5678,91.71,79,40,14.97,CN,scattered clouds,2021-06-19 01:59:17
624,Yining,29.0361,114.5636,75.74,95,100,2.66,CN,overcast clouds,2021-06-19 01:59:18
625,Suez,29.9737,32.5263,67.24,79,0,6.42,EG,clear sky,2021-06-19 01:59:18
626,Gazli,40.1333,63.45,85.68,11,0,6.87,UZ,clear sky,2021-06-19 01:59:19
627,Tsabong,-26.0217,22.401,56.93,38,0,10.27,BW,clear sky,2021-06-19 01:59:19
628,Leningradskiy,69.3833,178.4167,40.06,85,95,6.96,RU,overcast clouds,2021-06-19 01:53:15
629,Aasiaat,68.7098,-52.8699,34.5,87,54,5.39,GL,broken clouds,2021-06-19 01:56:41
630,Bermeo,43.4209,-2.7215,66.13,95,100,7.31,ES,overcast clouds,2021-06-19 01:59:20
631,Kindia,10.0569,-12.8658,69.26,91,100,0.98,GN,overcast clouds,2021-06-19 01:59:21
632,Waitati,-45.75,170.5667,50.81,61,100,1.05,NZ,overcast clouds,2021-06-19 01:59:21
633,Broome,42.2506,-75.833,71.08,64,100,7.0,US,overcast clouds,2021-06-19 01:59:21
634,Beloha,-25.1667,45.05,62.2,88,8,6.11,MG,clear sky,2021-06-19 01:59:22
635,Ostrovnoy,68.0531,39.5131,54.66,92,100,16.62,RU,overcast clouds,2021-06-19 01:55:56
636,Sabha,27.0377,14.4283,83.19,25,0,8.61,LY,clear sky,2021-06-19 01:59:22
637,Gornopravdinsk,60.05,69.9,52.56,46,25,9.93,RU,scattered clouds,2021-06-19 01:59:23
638,Williston,48.147,-103.618,72.57,45,1,1.99,US,clear sky,2021-06-19 01:59:23
639,Mercedes,-34.6515,-59.4307,41.86,72,6,3.8,AR,clear sky,2021-06-19 01:59:24
640,Alice Town,25.7167,-79.3,82.18,82,100,13.69,BS,overcast clouds,2021-06-19 01:59:24
641,Kedougou,12.5579,-12.1743,82.67,67,100,3.29,SN,overcast clouds,2021-06-19 01:59:24
642,Kodinsk,58.6881,99.1844,62.56,91,100,2.71,RU,light rain,2021-06-19 01:59:25
643,Mazara Del Vallo,37.6641,12.588,70.93,69,27,8.48,IT,scattered clouds,2021-06-19 01:59:25
644,Llanes,43.4198,-4.7549,63.01,94,90,4.47,ES,overcast clouds,2021-06-19 01:59:26
645,Henderson,36.0397,-114.9819,112.19,9,1,1.99,US,clear sky,2021-06-19 01:57:59
646,Crowley,30.2141,-92.3746,79.02,84,0,8.28,US,clear sky,2021-06-19 01:59:26
647,Saint-Augustin,51.226,-58.6502,52.47,82,22,11.54,CA,few clouds,2021-06-19 01:59:26
648,Puerto Escondido,15.85,-97.0667,78.12,86,100,6.6,MX,overcast clouds,2021-06-19 01:59:27
649,Wanning,18.8003,110.3967,89.53,61,14,11.99,CN,few clouds,2021-06-19 01:59:27
650,Sarai Alamgir,32.9012,73.7559,84.18,38,18,8.95,PK,few clouds,2021-06-19 01:59:28
651,Buriti Bravo,-5.8372,-43.8336,73.47,77,70,2.64,BR,broken clouds,2021-06-19 01:59:28
652,Umkomaas,-30.2067,30.7978,61.68,75,74,5.37,ZA,broken clouds,2021-06-19 01:59:29
653,Charters Towers,-20.1,146.2667,65.57,30,5,14.16,AU,clear sky,2021-06-19 01:59:29
654,La Palma,33.8464,-118.0467,90.73,71,5,4.0,US,clear sky,2021-06-19 01:59:29
655,Saint-Leu,-21.15,55.2833,65.26,87,6,9.57,RE,clear sky,2021-06-19 01:59:30
656,Wattegama,6.7989,81.4808,77.92,66,100,1.81,LK,overcast clouds,2021-06-19 01:59:30
657,Goderich,43.7501,-81.7165,71.04,78,4,10.36,CA,clear sky,2021-06-19 01:59:30
658,Huinan,42.6225,126.2614,72.64,52,48,11.72,CN,scattered clouds,2021-06-19 01:59:31
659,San Antero,9.3741,-75.7589,79.23,82,100,5.08,CO,overcast clouds,2021-06-19 01:59:31
660,Muisne,0.6,-80.0333,76.44,85,100,9.84,EC,overcast clouds,2021-06-19 01:59:32
661,Baruun-Urt,46.6806,113.2792,56.61,57,96,18.34,MN,overcast clouds,2021-06-19 01:59:32
662,Takoradi,4.8845,-1.7554,78.15,80,100,8.48,GH,overcast clouds,2021-06-19 01:59:32
663,Fort Nelson,58.8053,-122.7002,71.19,26,40,6.91,CA,scattered clouds,2021-06-19 01:59:33
664,Khuzdar,27.7384,66.6434,76.21,61,0,4.61,PK,clear sky,2021-06-19 01:59:33
665,Tual,-5.6667,132.75,80.94,79,95,21.47,ID,overcast clouds,2021-06-19 01:59:34
666,Mount Isa,-20.7333,139.5,58.77,41,100,8.05,AU,overcast clouds,2021-06-19 01:59:34
667,Sabla,12.7525,4.7077,83.86,47,100,11.5,NG,overcast clouds,2021-06-19 01:59:34
668,Zyryanka,65.75,150.85,70.05,33,68,10.42,RU,broken clouds,2021-06-19 01:59:35
669,Mbanza-Ngungu,-5.25,14.8667,64.56,81,65,3.65,CD,broken clouds,2021-06-19 01:59:35
670,Altamira,-3.2033,-52.2064,72.21,96,8,2.15,BR,light rain,2021-06-19 01:59:36
671,Sulina,45.1559,29.6536,65.89,88,98,17.92,RO,overcast clouds,2021-06-19 01:59:36
672,Cuamba,-14.8031,36.5372,58.71,87,71,1.79,MZ,broken clouds,2021-06-19 01:59:36
673,San Jeronimo,-11.9472,-75.2829,45.99,83,12,3.15,PE,few clouds,2021-06-19 01:59:37
674,Araouane,18.9048,-3.5265,91.17,24,25,7.0,ML,scattered clouds,2021-06-19 01:59:37
675,Verkhniy Avzyan,53.5289,57.5372,52.56,63,67,2.13,RU,broken clouds,2021-06-19 01:59:37
676,Calvinia,-31.4707,19.776,50.09,37,1,9.46,ZA,clear sky,2021-06-19 01:59:38
677,Haapiti,-17.5667,-149.8667,85.73,80,0,14.88,PF,clear sky,2021-06-19 01:59:38
678,Yokadouma,3.5167,15.05,69.58,99,100,1.74,CM,light rain,2021-06-19 01:59:39
679,Acapulco,16.8634,-99.8901,75.78,92,100,15.41,MX,overcast clouds,2021-06-19 01:59:39
680,Bada,51.392,109.8717,66.83,41,61,9.22,RU,broken clouds,2021-06-19 01:59:39
